SongTitle,Artist
Star Of The Show,Thomas Rhett
Fast,Luke Bryan
Best I Ever Had,Gavin DeGraw
Marvins Room,Drake
Rich $ex,Future
Drinkin' Too Much,Sam Hunt
My Sh*t,A Boogie Wit da Hoodie
TTYLXOX,Bella Thorne
U With Me?,Drake
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Gone,Kanye West Featuring Cam'ron & Consequence
Beibs In The Trap,Travis Scott
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J"
Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz
Hey Pretty Girl,Kip Moore
Feel No Ways,Drake
Break Free,Ariana Grande Featuring Zedd
Where Do Broken Hearts Go,One Direction
Don't Touch My Hair,Solange Featuring Sampha
Mmm Yeah,Austin Mahone Featuring Pitbull
Ultralight Beam,Kanye West
1942 Flows,Meek Mill
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
Neighbors,J. Cole
Body Say,Demi Lovato
Little Miss,Sugarland
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
Coffee,Miguel
Mask Off,Future
Setting Fires,The Chainsmokers Featuring XYLO
I Would Die 4 U,Prince And The Revolution
B.E.D.,Jacquees
Pills N Potions,Nicki Minaj
You Look Good,Lady Antebellum
Gorilla,Bruno Mars
Little Talks,Of Monsters And Men
Neva End,Future
Clique,"Kanye West, Jay-Z, Big Sean"
Yeah Boy,Kelsea Ballerini
Sing!,Glee Cast
Tonight Is The Night,Outasight
Last Friday Night,Glee Cast
She's Not There,Glee Cast
Partition,Beyonce
Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg"
What's My Name?,Rihanna Featuring Drake
Part II (On The Run),Jay Z Featuring Beyonce
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa
Litty,Meek Mill Featuring Tory Lanez
Just Fishin',Trace Adkins
Toot It And Boot It,YG
How To Love,Christina Grimmie
Escapate Conmigo,Wisin Featuring Ozuna
Bright,Echosmith
Love On Top,Beyonce
Glorious,Macklemore Featuring Skylar Grey
DNA,BTS
Frick Park Market,Mac Miller
Rockin',The Weeknd
Anything Like Me,Brad Paisley
Snapback,Old Dominion
Don't You Wanna Stay,Jason Aldean With Kelly Clarkson
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang
Liquor,Chris Brown
Rolling In The Deep,Glee Cast Featuring Jonathan Groff
No Promises,A Boogie Wit da Hoodie
Outside,Calvin Harris Featuring Ellie Goulding
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik"
Jump Out The Window,Big Sean
Purpose,Justin Bieber
Pt. 2,Kanye West
I Drive Your Truck,Lee Brice
Perfect Illusion,Lady Gaga
Guts Over Fear,Eminem Featuring Sia
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics"
Real Friends,Kanye West
Sleep Without You,Brett Young
Lookin' For That Girl,Tim McGraw
Stereo Love,Edward Maya & Vika Jigulina
One Thing,One Direction
The Edge Of Glory,Lady Gaga
Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz"
Roller Coaster,Justin Bieber
I Really Like You,Carly Rae Jepsen
0 To 100 / The Catch Up,Drake
Turn On The Lights,Future
Neon,Chris Young
99 Problems,Tony Lucca
Live A Little,Kenny Chesney
Signs,Drake
Since Way Back,Drake Featuring PARTYNEXTDOOR
Yellow Flicker Beat,Lorde
Kiss Me Kiss Me,5 Seconds Of Summer
Highway Don't Care,Tim McGraw With Taylor Swift
Pink + White,Frank Ocean
I Lived,OneRepublic
Heroe Favorito,Romeo Santos
For Free,DJ Khaled Featuring Drake
Oui,Jeremih
Do It Like Me,DLOW
Ghost,Ella Henderson
Shot For Me,Drake
Fast Lane,Bad Meets Evil
Wet Dreamz,J. Cole
Picasso Baby,JAY-Z
Wanted,Hunter Hayes
(It) Feels So Good,Steven Tyler
Whistle,Flo Rida
Butterfly Effect,Travis Scott
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black
Gangnam Style,PSY
Bon Appetit,Katy Perry Featuring Migos
This Town,Niall Horan
Knock Knock,Mac Miller
Rhythm of Love,Plain White T's
Baby I,Ariana Grande
Black Widow,Iggy Azalea Featuring Rita Ora
Human Nature,Glee Cast
Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin
Someone Else,Miley Cyrus
Different For Girls,Dierks Bentley Featuring Elle King
Chainsaw,The Band Perry
All I Want For Christmas Is You,Michael Buble
Dive,Ed Sheeran
Angel,Javier Colon
Blow A Bag,Future
Blame It (On The Alcohol),Glee Cast
All About It,Hoodie Allen Featuring Ed Sheeran
Collard Greens,ScHoolboy Q Featuring Kendrick Lamar
Lips Are Movin,Meghan Trainor
Hit It Again,3OH!3
Talk That Talk,Rihanna Featuring Jay-Z
Wake Up Lovin' You,Craig Morgan
Conscience,Kodak Black Featuring Future
Headlines,Drake
Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow
Nobody To Blame,Chris Stapleton
Show Out,Juicy J Featuring Big Sean & Young Jeezy
Make It Rain,Ed Sheeran
A Little Too Much,Shawn Mendes
Diana,One Direction
Nothing,The Script
You,Romeo Santos
My Man,Glee Cast
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul"
Draco,Future
We Dem Boyz,Wiz Khalifa
If Heaven Wasn't So Far Away,Justin Moore
What The Hell,Avril Lavigne
Purple Rain,Prince And The Revolution
Acquainted,The Weeknd
I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey
Seen It All,Jeezy Featuring Jay Z
Starboy,The Weeknd Featuring Daft Punk
Wanna Be Startin' Somethin',Glee Cast
Humble.,Kendrick Lamar
Life Is Worth Living,Justin Bieber
Greatest Love Of All,Whitney Houston
Met Gala,Gucci Mane Featuring Offset
Mama Said,Lukas Graham
Made In America,Toby Keith
KMT,Drake Featuring Giggs
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug
Up All Night,Blink-182
Maps,Maroon 5
Why,Michelle Chamuel
Lego House,Ed Sheeran
Stay The Night,Zedd Featuring Hayley Williams
A Case Of You,James Wolpert
Nikes,Frank Ocean
Sorry Not Sorry,Bryson Tiller
Cut It,O.T. Genasis Featuring Young Dolph
6 Man,Drake
Explosions,Ellie Goulding
The Way,Ariana Grande Featuring Mac Miller
Sweet Little Somethin',Jason Aldean
Hold My Hand,Jess Glynne
Born To Fly,Danielle Bradbery
What Are Words,Chris Medina
Starships,Nicki Minaj
Parking Lot Party,Lee Brice
The Wind,Zac Brown Band
Free Smoke,Drake
Love More,Chris Brown Featuring Nicki Minaj
Loud,Mac Miller
Voices,Chris Young
Night Changes,One Direction
Careless Whisper,Wham! Featuring George Michael
Pompeii,Bastille
Too Close,Alex Clare
Moolah,Young Greatness
Don't Think They Know,Chris Brown Featuring Aaliyah
Look At My Dab,Migos
Mean To Me,Brett Eldredge
Don't Ya,Brett Eldredge
You Know You Like It,DJ Snake & AlunaGeorge
It's Good,Lil Wayne Featuring Drake & Jadakiss
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
My Boo,Ghost Town DJ's
You And I,Lady Gaga
I Cry,Flo Rida
The Way Life Goes,Lil Uzi Vert
Sweet Love,Chris Brown
Same Old Love,Selena Gomez
Called Out In The Dark,Snow Patrol
The Shape I'm In,Joe Nichols
Whiskey,Jana Kramer
Best Mistake,Ariana Grande Featuring Big Sean
All The Pretty Girls,Kenny Chesney
Foldin Clothes,J. Cole
Cold One,Eric Church
Drunk In Love,Beyonce Featuring Jay Z
Live While We're Young,One Direction
How Would You Feel (Paean),Ed Sheeran
Lights Down Low,MAX Featuring gnash
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Stay,Rihanna Featuring Mikky Ekko
See No More,Joe Jonas
Omen,Disclosure Featuring Sam Smith
Shake It Out,Glee Cast
Don't Judge Me,Chris Brown
Get On Your Knees,Nicki Minaj Featuring Ariana Grande
Want To Want Me,Jason Derulo
Just Keep Breathing,WE the Kings
Shades Of Cool,Lana Del Rey
Dibs,Kelsea Ballerini
Mercy,Shawn Mendes
Fast Car,Jonas Blue Featuring Dakota
Undefeated,Jason Derulo
Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels
Darlin' Don't Go,Sundance Head
First Kiss,Kid Rock
All I Want For Christmas Is You,Mariah Carey
Halo,Jordan Smith
Dirt Road Anthem,Jason Aldean
Let Me Down Easy,Billy Currington
Automatic,Miranda Lambert
Best Friend,Young Thug
Great Is Thy Faithfulness,Jordan Smith
Give In To Me,Garrett Hedlund & Leighton Meester
Havana,Camila Cabello Featuring Young Thug
Down,Fifth Harmony Featuring Gucci Mane
Sorry,Beyonce
Burn,Ellie Goulding
Ready Or Not,Bridgit Mendler
Welcome Christmas,Glee Cast
Been You,Justin Bieber
Halfway Off The Balcony,Big Sean
Nightmares Of The Bottom,Lil Wayne
Turn The Page,The Swon Brothers
Locked Out Of Heaven,Bruno Mars
Learn To Let Go,Kesha
Night's On Fire,David Nail
Countdown,Beyonce
Relationship,Young Thug Featuring Future
Burnin' It Down,Jason Aldean
Out Of The Woods,Taylor Swift
First Love,Jennifer Lopez
Carry On,XXXTentacion
Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj
Your Side Of The Bed,Little Big Town
I Believe I Can Fly,Jermaine Paul
Chloe (You're The One I Want),Emblem3
Phenomenal,Eminem
Love Runs Out,OneRepublic
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
Famous,21 Savage
"Wat U Mean (Aye, Aye, Aye)",Dae Dae
Make It Rain,Matt McAndrew
Good Girls,5 Seconds Of Summer
Who Booty,Jonn Hart Featuring IamSU!
Come & Get It,Selena Gomez
HeadBand,B.o.B Featuring 2 Chainz
Hollywood,Michael Buble
No Flex Zone,Rae Sremmurd
Culture,Migos Featuring DJ Khaled
Random,G-Eazy
We Got The Beat,Glee Cast
F**kin' Perfect,P!nk
Summertime Sadness,Lana Del Rey & Cedric Gervais
Love Me Harder,Ariana Grande & The Weeknd
Sexy People (The Fiat Song),Arianna Featuring Pitbull
Amnesia,5 Seconds Of Summer
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again
I Dont Really Care,Waka Flocka Flame Featuring Trey Songz
Babel,Mumford & Sons
Untouchable,YoungBoy Never Broke Again
Ain't It Fun,Paramore
Crown,JAY-Z
Get It Started,Pitbull Featuring Shakira
Raspberry Beret,Prince And The Revolution
Questions,Chris Brown
Nothing Is Promised,Mike WiLL Made-It x Rihanna
Man Of The Year,ScHoolboy Q
Just The Way You Are,Bruno Mars
Somebody Else Will,Justin Moore
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney"
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
Get Right Witcha,Migos
Try,Colbie Caillat
Sun Daze,Florida Georgia Line
Better Than I Know Myself,Adam Lambert
Plastic Bag,Drake & Future
One More Night,Maroon 5
Best Friend's Brother,Victorious Cast Featuring Victoria Justice
If I Had You,Adam Lambert
I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross
Bo$$,Fifth Harmony
Hey Porsche,Nelly
Are You Happy Now?,Cassadee Pope
Rolex,Ayo & Teo
Sweat,Bow Wow Featuring Lil Wayne
Good Thing,Sage The Gemini Featuring Nick Jonas
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie
I Can Take It From There,Chris Young
Stoner,Young Thug
Fall For Your Type,Jamie Foxx Featuring Drake
Chanel,Frank Ocean
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert
The Worst,Jhene Aiko
Gyalchester,Drake
Youth,Troye Sivan
Feelin' It,Scotty McCreery
m.A.A.d City,Kendrick Lamar Featuring MC Eiht
Girls Just Want To Have Fun,Glee Cast
Why Wait,Rascal Flatts
Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign
Run Me Dry,Bryson Tiller
Bound 2,Kanye West
"Work Hard, Play Hard",Wiz Khalifa
Bad And Boujee,Migos Featuring Lil Uzi Vert
I Dreamed A Dream,Anne Hathaway
Heart Like Mine,Miranda Lambert
It Was Always You,Maroon 5
Lessons In Love,Kaskade Featuring Neon Trees
Back To December,Taylor Swift
Radioactive,Imagine Dragons
Now & Later,Sage The Gemini
Go Flex,Post Malone
Whisper,Chase Rice
Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus
Kick The Dust Up,Luke Bryan
Crazy Beautiful Life,Ke$ha
Stockholm Syndrome,One Direction
Skyscraper,Demi Lovato
Body,Dreezy Featuring Jeremih
Black And Yellow,Wiz Khalifa
Remember You,Wiz Khalifa Featuring The Weeknd
Crushin' It,Brad Paisley
Money On You,Chris Blue
On My Level,Wiz Khalifa Featuring Too $hort
Hate U Love U,Olivia O'Brien
Say You Won't Let Go,James Arthur
Beautiful Drug,Zac Brown Band
Die For You,The Weeknd
Round Of Applause,Waka Flocka Flame Featuring Drake
Down On Me,Jeremih Featuring 50 Cent
Think A Little Less,Michael Ray
Planez,Jeremih Featuring J. Cole
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne"
Jimmy Choo,Fetty Wap
Heathens,twenty one pilots
"Where It's At (Yep, Yep)",Dustin Lynch
Marijuana,Kid Cudi
The Walker,Fitz And The Tantrums
I Am Beautiful,Candice Glover
Young Girls,Bruno Mars
Suit & Tie,Justin Timberlake Featuring JAY Z
Attention,Charlie Puth
Buzzkill,Luke Bryan
What Do I Know?,Ed Sheeran
White Iverson,Post Malone
Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj
Little Lion Man,Mumford & Sons
Get Ugly,Jason Derulo
Everyday,Ariana Grande Featuring Future
Take Me To Church,Hozier
Bugatti,Ace Hood Featuring Future & Rick Ross
Truck Yeah,Tim McGraw
Love And War,Tamar Braxton
X,Lil Uzi Vert
Make You Feel My Love,Glee Cast
Way Out Here,Josh Thompson
Deja Vu,Lauren Duski
Issues,Julia Michaels
I Wouldn't Be A Man,Josh Turner
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez
Location,Khalid
Bad Romance,Lady Gaga
Show Me,Kid Ink Featuring Chris Brown
Worth It,Fifth Harmony Featuring Kid Ink
Changed It,Nicki Minaj & Lil Wayne
Mirror,Lil Wayne Featuring Bruno Mars
Man In The Mirror,Glee Cast
Outlaw,50 Cent
Nobody Else But You,Trey Songz
Wish You Were Here,Avril Lavigne
Centuries,Fall Out Boy
Masterpiece,Jessie J
Save It For A Rainy Day,Kenny Chesney
Compass,Lady Antebellum
Blood On The Leaves,Kanye West
Dear Future Husband,Meghan Trainor
Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj"
Hair,Lady Gaga
I Do,Colbie Caillat
Space Oddity,David Bowie
That's Why I Pray,Big & Rich
Somebody,Bridgit Mendler
Word Crimes,"""Weird Al"" Yankovic"
Where I Come From,Montgomery Gentry
False Alarm,The Weeknd
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
Landslide,Glee Cast Featuring Gwyneth Paltrow
Fight For You,Jason Derulo
Mi Gente,J Balvin & Willy William Featuring Beyonce
Blank Space,I Prevail
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain
Blessings,Chance The Rapper Featuring Ty Dolla $ign
No Type,Rae Sremmurd
Lost Boy,Ruth B
Please Remember Me,Danielle Bradbery
Tornado,Little Big Town
Little White Church,Little Big Town
Back Up,DeJ Loaf Featuring Big Sean
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
Everything 1K,Kodak Black
Representin',Ludacris Featuring Kelly Rowland
Blow,Ke$ha
Hit Or Miss,Jacob Sartorius
How Far I'll Go,Auli'i Cravalho
My Church,Maren Morris
These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat"
Venus,Lady Gaga
Shots,Imagine Dragons
Where Have You Been,Rihanna
Errrbody,Yo Gotti
Ass Back Home,Gym Class Heroes Featuring Neon Hitch
Fire Flame,Birdman Featuring Lil Wayne
Dynamite,Taio Cruz
Heartbeat,Carrie Underwood
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground
Barcelona,Ed Sheeran
Lose My Mind,Brett Eldredge
Company,Justin Bieber
Best Thing I Never Had,Beyonce
Wit Me,T.I. Featuring Lil Wayne
Runaway,Kanye West Featuring Pusha T
All Your Fault,Big Sean Featuring Kanye West
Somewhere With You,Kenny Chesney
Get Low,Dillon Francis & DJ Snake
Stop! In The Name Of Love / Free Your Mind,Glee Cast
Red Nose,Sage The Gemini
Honest,Future
Brighter Than The Sun,Colbie Caillat
Get Ur Freak On,"Missy ""Misdemeanor"" Elliott"
Come With Me Now,KONGOS
Can't Sleep Love,Pentatonix
Burnin' Up,Jessie J Featuring 2 Chainz
There's Nothing Holdin' Me Back,Shawn Mendes
LIFTED,CL
Shake It Off,Taylor Swift
Do It Like You,Diggy Featuring Jeremih
I'm Comin' Over,Chris Young
Offended,Meek Mill Featuring Young Thug & 21 Savage
We'll Be Fine,Drake Featuring Birdman
If Only,Dove Cameron
Eyes Wide Open,Gotye
Love Galore,SZA Featuring Travis Scott
Somebody To Love,Jordan Smith
"Honey, I'm Good.",Andy Grammer
"It's A Man's, Man's, Man's World",Juliet Simms
Popular Song,MIKA Featuring Ariana Grande
Everything I Didn't Say,5 Seconds Of Summer
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"
Wicked,Future
Breakthrough,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko"
Nothings Into Somethings,Drake
Tear In My Heart,twenty one pilots
Black Beatles,Rae Sremmurd Featuring Gucci Mane
Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha
I Don't Mind,Usher Featuring Juicy J
Hard Times,Paramore
Next To Me,Emeli Sande
Right There,Nicole Scherzinger Featuring 50 Cent
I Found You,The Wanted
Fancy,Iggy Azalea Featuring Charli XCX
I Feel Pretty / Unpretty,Glee Cast
Call Casting,Migos
17 Again,Brantley Gilbert
We Run The Night,Havana Brown Featuring Pitbull
Oceans (Where Feet May Fail),Hillsong UNITED
Almost Is Never Enough,Ariana Grande & Nathan Sykes
Day Drinking,Little Big Town
Panda,Desiigner
Hail To The King,Avenged Sevenfold
Get It Right,Glee Cast
Judas,Lady Gaga
Honey Bee,Blake Shelton
Not Afraid,Eminem
She Will,Lil Wayne Featuring Drake
Furthest Thing,Drake
Donald Trump,Mac Miller
Holy Grail,Jay Z Featuring Justin Timberlake
Beating Heart,Ellie Goulding
All Me,Drake Featuring 2 Chainz & Big Sean
TKO,Justin Timberlake
Best Song Ever,One Direction
Take A Back Road,Rodney Atkins
Sorry,Justin Bieber
Real Life,The Weeknd
Speak To A Girl,Tim McGraw & Faith Hill
See You Tonight,Scotty McCreery
Hello,Adele
A.M.,One Direction
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy
A-YO,Lady Gaga
Little Red Corvette,Prince
Accidental Racist,Brad Paisley Featuring LL Cool J
Am I The Only One,Dierks Bentley
Stay Stay Stay,Taylor Swift
I Don't Dance,Lee Brice
50 Ways To Say Goodbye,Train
We Might Be Dead By Tomorrow,Soko
Send My Love (To Your New Lover),Adele
I Want Crazy,Hunter Hayes
All Night,Beyonce
Banjo,Rascal Flatts
Jump Right In,Zac Brown Band
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj
The One,The Chainsmokers
Blackstar,David Bowie
Slow Me Down,Sara Evans
Beautiful,Carly Rae Jepsen Featuring Justin Bieber
This Summer's Gonna Hurt...,Maroon 5
Woman,Kesha Featuring The Dap-Kings Horns
You Gonna Fly,Keith Urban
Glad You Came,The Wanted
I Need Your Love,Calvin Harris Featuring Ellie Goulding
The Hills,The Weeknd
Run The World (Girls),Beyonce
B**** Better Have My Money,Rihanna
Straight Outta Compton,N.W.A
Love Me Again,John Newman
I Won't Back Down,Blake Shelton & Dia Frampton
A Lie,French Montana Featuring The Weeknd & Max B
Portland,Drake Featuring Quavo & Travis Scott
All I Know,The Weeknd Featuring Future
We Don't Get Down Like Y'all,T.I. Featuring B.o.B.
Nothing But Trouble (Instagram Models),Lil Wayne & Charlie Puth
#SELFIE,The Chainsmokers
Red Solo Cup,Toby Keith
Atlas,Coldplay
I Will Always Love You,Whitney Houston
Gentleman,PSY
Love Is Your Name,Steven Tyler
"Save Me, San Francisco",Train
You Was Right,Lil Uzi Vert
Good Old Days,Macklemore Featuring Kesha
Ghost Town,Adam Lambert
"Two Birds, One Stone",Drake
Secrets,The Weeknd
Cheyenne,Jason Derulo
Team,Lorde
Dirt,Florida Georgia Line
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne"
Energy,Drake
Believe Me,Lil Wayne Featuring Drake
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
Ivy,Frank Ocean
Young Dumb & Broke,Khalid
Chasing The Sun,Hilary Duff
Colder Weather,Zac Brown Band
Faster,Matt Nathanson
Get Low,Zedd & Liam Payne
Rock Me,One Direction
Payphone,Maroon 5 Featuring Wiz Khalifa
Dive In,Trey Songz
The Story Of Us,Taylor Swift
When A Woman Loves,R. Kelly
Make Me Like You,Gwen Stefani
Don't,Ed Sheeran
Still Got It,Tyga Featuring Drake
Somebody's Heartbreak,Hunter Hayes
Ain't No Stopping Us Now,Kane Brown
Immortal,J. Cole
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
Earned It (Fifty Shades Of Grey),The Weeknd
The Outsiders,Eric Church
Stupid Hoe,Nicki Minaj
Controlla,Drake
At Last,Will Champlin
Backseat,New Boyz Featuring The Cataracs & Dev
Drag Me Down,One Direction
We Ball,Meek Mill Featuring Young Thug
Nothin' Like You,Dan + Shay
Cool For The Summer,Demi Lovato
Girls Just Want To Have Fun,Madi Davis
Hold It Against Me,Britney Spears
Better Than I Used To Be,Tim McGraw
Blow Your Mind (Mwah),Dua Lipa
Give It 2 U,Robin Thicke Featuring Kendrick Lamar
Firework,Katy Perry
Tongue Tied,Grouplove
It's You,Zayn
She's Mine Pt. 2,J. Cole
Wagon Wheel,Darius Rucker
Who Gon Stop Me,Jay Z Kanye West
No Hurry,Zac Brown Band
Side To Side,Ariana Grande Featuring Nicki Minaj
V.S.O.P.,K. Michelle
Night Of Your Life,David Guetta Featuring Jennifer Hudson
Down,Marian Hill
Good Life,G-Eazy & Kehlani
Isn't She Lovely,Glee Cast
Swimming Pools (Drank),Kendrick Lamar
Young & Gettin' It,Meek Mill Featuring Kirko Bangz
Family Man,Craig Campbell
Everybody Dies In Their Nightmares,XXXTentacion
Up Down (Do This All Day),T-Pain Featuring B.o.B
Flatliner,Cole Swindell
Shaky Shaky,Daddy Yankee
Setting The World On Fire,Kenny Chesney Featuring P!nk
No Sleep,Wiz Khalifa
Shadow Days,John Mayer
El Perdedor,Enrique Iglesias Featuring Marco Antonio Solis
Do What U Want,Lady Gaga Featuring R. Kelly
I Won't Let You Down,OK Go
How We Do (Party),Rita Ora
Keep Your Money,Empire Cast Featuring Jussie Smollett
Baby It's Cold Outside,Idina Menzel Duet With Michael Buble
Amen,Edens Edge
Wobble,V.I.C.
In Your Arms,Nico & Vinz
Sing,Ed Sheeran
Best Love Song,T-Pain Featuring Chris Brown
The Story,Sara Ramirez
You Lie,The Band Perry
Crooked Smile,J. Cole Featuring TLC
Thriller / Heads Will Roll,Glee Cast
Magic,Future Featuring T.I.
One Way Or Another (Teenage Kicks),One Direction
Rise,Katy Perry
Lost In Paradise,Evanescence
Happy Days Are Here Again / Get Happy,Glee Cast
Wasted Love,Matt McAndrew
Novacane,Frank Ocean
Right Hand,Drake
The Scientist,Glee Cast
Feel Again,OneRepublic
False Prophets,J. Cole
Ain't Your Mama,Jennifer Lopez
Maybe,Sick Puppies
Lonesome Broken And Blue,Adam Wakefield
Fat Bottomed Girls,Glee Cast
Fade Into You,Sam Palladio & Clare Bowen
Run,Matt Nathanson Featuring Sugarland
9 Piece,Rick Ross Featuring Lil Wayne Or T.I.
OMG,Camila Cabello Featuring Quavo
Human,Christina Perri
We Were Us,Keith Urban And Miranda Lambert
It's Not Unusual,Glee Cast
A Man Who Was Gonna Die Young,Eric Church
Fix A Heart,Demi Lovato
Make Me...,Britney Spears Featuring G-Eazy
Got My Country On,Chris Cagle
Rather Be,Clean Bandit Featuring Jess Glynne
Felices Los 4,Maluma
Shake,Jesse McCartney
The Fighter,Keith Urban Featuring Carrie Underwood
Just Give Me A Reason,P!nk Featuring Nate Ruess
Family Feud,JAY-Z Featuring Beyonce
Wherever I Go,OneRepublic
Smooth,Florida Georgia Line
Song For Another Time,Old Dominion
Fly,Maddie & Tae
Let's Go,Calvin Harris Featuring Ne-Yo
House Party,Sam Hunt
Over,Blake Shelton
1+1,Beyonce
Tuscan Leather,Drake
Love Me,Lil Wayne Featuring Drake & Future
Levels,Nick Jonas
Hello,Karmin
Something New,Zendaya Featuring Chris Brown
Boyfriend,Justin Bieber
Legend,Drake
No Longer Friends,Bryson Tiller
I Have Nothing,Tessanne Chin
Crew Love,Drake Featuring The Weeknd
Dancin' Away With My Heart,Lady Antebellum
Slumber Party,Britney Spears Featuring Tinashe
Sippin' On Fire,Florida Georgia Line
5-1-5-0,Dierks Bentley
Big Rings,Drake & Future
Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard"
Still Into You,Paramore
Fade,Kanye West
Hallelujah,Leonard Cohen
L$D,A$AP Rocky
She's So Mean,matchbox twenty
I Got Nothin',Darius Rucker
Live It Up,Jennifer Lopez Featuring Pitbull
Sweeter Than Fiction,Taylor Swift
If I Told You,Darius Rucker
Fight Song,Rachel Platten
Tunnel Vision,Kodak Black
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Love So Soft,Kelly Clarkson
Buy Me A Boat,Chris Janson
Deja Vu,Post Malone Featuring Justin Bieber
Just What I Am,Kid Cudi Featuring King Chip
Somewhere Over The Rainbow,Nicholas David
Take Back The Night,Justin Timberlake
My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih"
Time After Time,Javier Colon
444+222,Lil Uzi Vert
Heartbeat Song,Kelly Clarkson
Break On Me.,Keith Urban
Safe And Sound,Capital Cities
Red,Taylor Swift
Seven Nation Army,Melanie Martinez
Look It Up,Ashton Shepherd
Younger Now,Miley Cyrus
Honest,The Chainsmokers
If I Could Fly,One Direction
People Like Us,Kelly Clarkson
Dessert,Dawin
Follow Your Arrow,Kacey Musgraves
Fix You,Javier Colon
Nothing Like Us,Justin Bieber
Beautiful People,Chris Brown Featuring Benny Benassi
Do Not Disturb,Drake
Alive,Sia
Writing's On The Wall,Sam Smith
Hangover,PSY Featuring Snoop Dogg
One,Ed Sheeran
Bodak Yellow (Money Moves),Cardi B
Rockstar,Post Malone Featuring 21 Savage
I'm Better,Missy Elliott Featuring Lamb
Cake,Flo Rida & 99 Percent
Could It Be,Charlie Worsham
Friday Night,Eric Paslay
Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull
Home,One Direction
Pour It Up,Rihanna
Change My Mind,Meghan Linsey
Noise,Kenny Chesney
Self-Made,Bryson Tiller
Losin Control,Russ
Sorry For Party Rocking,LMFAO
Still Got Time,Zayn Featuring PARTYNEXTDOOR
I Could Use A Love Song,Maren Morris
My Girl,Dylan Scott
Ballin',Young Jeezy Featuring Lil Wayne
