acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_title,artist_name
0.393,https://api.spotify.com/v1/audio-analysis/58zsLZPvfflaiIbNWoA22O,0.602,200187,0.707,0,11,0.165,-4.097,1,0.302,75.09,4,0.539,Human,Rag'n'Bone Man
0.156,https://api.spotify.com/v1/audio-analysis/0v9Wz8o0BT8DU38R4ddjeH,0.652,304607,0.795,0,11,0.123,-5.192,0,0.174,135.018,4,0.788,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
0.719,https://api.spotify.com/v1/audio-analysis/2dfHh7ECGxfNqZTQno09Vk,0.604,248413,0.366,0,7,0.162,-7.881,1,0.0267,105.177,3,0.181,Hearts Don't Break Around Here,Ed Sheeran
0.0995,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,0.613,234213,0.702,0,7,0.116,-6.498,1,0.0458,133.932,4,0.374,Deja Vu,Post Malone Featuring Justin Bieber
0.0763,https://api.spotify.com/v1/audio-analysis/5tP2TrJDgXXxAHZwcOknOI,0.52,237734,0.798,0,0,0.144,-5.389,1,0.0944,95.252,4,0.483,Chained To The Rhythm,Katy Perry Featuring Skip Marley
0.0153,https://api.spotify.com/v1/audio-analysis/6xHI9KjUjYT0FPtGO8Mxa1,0.464,222533,0.813,0,10,0.254,-6.185,1,0.0416,75.975,4,0.513,Hurricane,Luke Combs
0.0148,https://api.spotify.com/v1/audio-analysis/0OVhQZkNe7lh0fQeH96EFW,0.88,209040,0.495,0.00000147,1,0.121,-3.476,1,0.0681,124.055,4,0.47,Don't Get Too High,Bryson Tiller
0.39,https://api.spotify.com/v1/audio-analysis/4Ce37cRWvM1vIGGynKcs22,0.712,181880,0.62,0,4,0.0994,-4.187,1,0.0888,99.953,4,0.519,Starving,Hailee Steinfeld & Grey Featuring Zedd
0.0353,https://api.spotify.com/v1/audio-analysis/6p5GuyEqQH5pv02ouEyogQ,0.652,197640,0.719,0,1,0.108,-7.251,1,0.033,94.969,4,0.254,My Girl,Dylan Scott
0.236,https://api.spotify.com/v1/audio-analysis/0qy5D3OJre7SPJNMOL9I71,0.886,225205,0.525,0,8,0.057,-7.39,1,0.132,145.99,4,0.711,Broccoli,D.R.A.M. Featuring Lil Yachty
0.498,https://api.spotify.com/v1/audio-analysis/6gpcs5eMhJwax4mIfKDYQk,0.736,230813,0.795,0.00000121,1,0.254,-3.299,0,0.0545,104.066,4,0.508,Slide,Calvin Harris Featuring Frank Ocean & Migos
0.156,https://api.spotify.com/v1/audio-analysis/37F0uwRSrdzkBiuj0D5UHI,0.71,218880,0.495,0,8,0.164,-7.369,1,0.22,160.091,4,0.404,Reminder,The Weeknd
0.0499,https://api.spotify.com/v1/audio-analysis/7l94dyN2hX9c6wWcZQuOGJ,0.672,235947,0.605,0,7,0.357,-5.353,1,0.0378,134.015,3,0.292,Woman,Kesha Featuring The Dap-Kings Horns
0.352,https://api.spotify.com/v1/audio-analysis/5JUu0unA8VwhTZ9LkMWUVI,0.429,368036,0.275,0.00000658,0,0.185,-11.156,1,0.161,76.683,4,0.264,Since Way Back,Drake Featuring PARTYNEXTDOOR
0.448,https://api.spotify.com/v1/audio-analysis/3Lfiu5sZ4M4B6JaKMBc0FU,0.747,191147,0.76,0,1,0.153,-4.294,1,0.187,99.975,4,0.682,Barcelona,Ed Sheeran
0.0665,https://api.spotify.com/v1/audio-analysis/58spuRyMUsjKHQHEGwLC99,0.485,211767,0.834,0,9,0.28,-5.413,1,0.0715,90.933,4,0.658,80s Mercedes,Maren Morris
0.00529,https://api.spotify.com/v1/audio-analysis/2KlDzyTJVmOlH1sVTuPcSF,0.971,302057,0.548,0.00155,11,0.11,-6.82,1,0.154,129.994,4,0.183,Make Love,Gucci Mane & Nicki Minaj
0.0137,https://api.spotify.com/v1/audio-analysis/1fnRwgZLgAYMM1dVL1oqwG,0.559,231674,0.531,0,10,0.293,-6.981,0,0.404,144.367,4,0.312,Real Hitta,Plies Featuring Kodak Black
0.53,https://api.spotify.com/v1/audio-analysis/204U3zjm9kkzX25Pr4Rdld,0.745,363934,0.685,0,4,0.176,-5.7,0,0.0313,121.977,4,0.431,Kelly Price,Migos Featuring Travis Scott
0.0876,https://api.spotify.com/v1/audio-analysis/1DRW9bQzt2SE8f7H4KJZyL,0.629,260077,0.717,0,6,0.358,-5.706,1,0.0638,145.959,4,0.129,Sky Walker,Miguel Featuring Travis Scott
0.0823,https://api.spotify.com/v1/audio-analysis/2h3i5tGUl6hMu572umjcGo,0.587,215360,0.671,0,2,0.161,-4.48,1,0.144,127.133,4,0.0993,Running Back,Wale Featuring Lil Wayne
0.621,https://api.spotify.com/v1/audio-analysis/37FXw5QGFN7uwwsLy8uAc0,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,0.35,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
0.198,https://api.spotify.com/v1/audio-analysis/4d40dwG9q7zgJw6L17IUsL,0.708,207353,0.607,0.00276,7,0.156,-7.464,1,0.184,170.075,4,0.538,Caught Their Eyes,JAY-Z Featuring Frank Ocean
0.0112,https://api.spotify.com/v1/audio-analysis/0QV16pno66L6K3fn4W13b7,0.788,189230,0.689,0,8,0.22,-7.211,1,0.13,136.045,4,0.681,No Sleep Leak,Lil Uzi Vert
0.0398,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,0.683,237707,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,4,0.35,Capsize,Frenship & Emily Warren
0.171,https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z,0.587,254694,0.711,0,1,0.125,-6.33,1,0.42,98.008,4,0.401,First Day Out,Kodak Black
0.0173,https://api.spotify.com/v1/audio-analysis/4VJ7mnW4wjjIgPBM6KWvPu,0.412,325615,0.548,0,10,0.181,-6.981,1,0.243,81.293,4,0.169,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
0.086,https://api.spotify.com/v1/audio-analysis/7oolFzHipTMg2nL7shhdz2,0.64,227427,0.812,0,8,0.0509,-5.647,0,0.0834,86.013,4,0.914,Eraser,Ed Sheeran
0.112,https://api.spotify.com/v1/audio-analysis/53xAT6jud1w0NqlBjSW4VB,0.725,190720,0.933,0,3,0.21,-4.933,0,0.164,114.031,4,0.607,What's My Name,China Anne McClain
0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837,0.728,0,7,0.149,-3.37,1,0.0484,130.049,4,0.43,Goosebumps,Travis Scott
0.0617,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,0.594,205200,0.824,0,9,0.0861,-4.252,1,0.0458,116.005,4,0.666,Heartache On The Dance Floor,Jon Pardi
0.0303,https://api.spotify.com/v1/audio-analysis/2wf9bp4MkChojtljddWpbO,0.672,246773,0.574,0.00000202,9,0.18,-4.663,1,0.0993,103.019,4,0.11,Prblms,6LACK
0.736,https://api.spotify.com/v1/audio-analysis/2Na0z2gfN67Rzf0vp74Wi3,0.519,305374,0.576,0,4,0.371,-9.162,1,0.414,87.983,4,0.369,Lose You,Drake
0.501,https://api.spotify.com/v1/audio-analysis/6Q2FftbUG530lCtBI74bMH,0.839,209269,0.81,0,5,0.117,-5.274,0,0.0568,129.014,4,0.814,Black,Dierks Bentley
0.0381,https://api.spotify.com/v1/audio-analysis/1HOUzEsetdIPSpAgRPhZQt,0.708,229013,0.612,0,5,0.277,-6.379,0,0.122,139.913,4,0.238,Nobody Else But You,Trey Songz
0.707,https://api.spotify.com/v1/audio-analysis/4Hhv2vrOTy89HFRcjU3QOx,0.171,182400,0.33,0.00381,5,0.302,-9.699,1,0.0329,174.431,3,0.318,At Last,Sundance Head
0.0232,https://api.spotify.com/v1/audio-analysis/7lxZbmtC6SkUc2yXBgDOdO,0.542,233293,0.755,0,1,0.225,-3.68,1,0.0614,168.22,4,0.265,On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean"
0.119,https://api.spotify.com/v1/audio-analysis/4YkwUfWSIxdKNLDXw0caFO,0.82,292910,0.696,0,7,0.231,-4.918,0,0.182,144.981,4,0.622,A-YO,Lady Gaga
0.536,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,0.522,207520,0.385,0,0,0.135,-7.355,1,0.0288,89.792,4,0.236,Happier,Ed Sheeran
0.0451,https://api.spotify.com/v1/audio-analysis/5J5PXmMdQ2nh1lZOal8KmK,0.592,280615,0.701,0,10,0.327,-4.014,0,0.0858,129.501,4,0.299,Litty,Meek Mill Featuring Tory Lanez
0.142,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,0.714,135920,0.566,0.00000125,7,0.57,-4.408,1,0.056,113.074,4,0.429,Father Stretch My Hands Pt. 1,Kanye West
0.173,https://api.spotify.com/v1/audio-analysis/5dSpXPq91Gew9EB2O5NzOB,0.398,236834,0.58,0.0000404,9,0.104,-8.319,1,0.0303,144.074,4,0.177,Wanna Be That Song,Brett Eldredge
0.768,https://api.spotify.com/v1/audio-analysis/2yZax79pOrYuyIFVW2cZY2,0.735,129720,0.197,0.000276,3,0.296,-13.378,0,0.537,147.899,4,0.383,Carry On,XXXTentacion
0.00916,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,0.612,212893,0.848,0,6,0.366,-3.736,1,0.0368,120.996,4,0.72,Hallelujah,Leonard Cohen
0.164,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,0.335,241107,0.625,0,7,0.0708,-7.462,1,0.0386,150.277,4,0.334,All I Want For Christmas Is You,Mariah Carey
0.0558,https://api.spotify.com/v1/audio-analysis/0c4ICGb0jvszKj3KPR59JU,0.523,214800,0.725,0.00000696,2,0.0937,-5.448,1,0.0339,155.855,4,0.52,Every Time I Hear That Song,Blake Shelton
0.259,https://api.spotify.com/v1/audio-analysis/7floNISpH8VF4z4459Qo18,0.763,126346,0.726,0,1,0.0976,-6.405,1,0.282,139.059,4,0.356,Look At Me!,XXXTentacion
0.132,https://api.spotify.com/v1/audio-analysis/6BKeNWeUqxmvQ09Gxd3ZGX,0.738,225850,0.814,0.00000964,7,0.126,-4.414,0,0.0999,119.041,4,0.498,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo"
0.71,https://api.spotify.com/v1/audio-analysis/6ATgDc6e4sPn84hvJsAmPt,0.401,175467,0.398,0,6,0.0962,-8.993,0,0.183,180.293,4,0.285,Hate U Love U,Olivia O'Brien
0.0252,https://api.spotify.com/v1/audio-analysis/0bXFIF7iL17TYLyx8JHziM,0.806,198110,0.77,0,1,0.0645,-6.464,0,0.19,152.094,4,0.419,Cake,Flo Rida & 99 Percent
0.0094,https://api.spotify.com/v1/audio-analysis/0HEmnAUT8PHznIAAmVXqFJ,0.887,193200,0.48,0.0000358,11,0.0662,-11.994,1,0.117,95.846,4,0.617,Faith,George Michael
0.128,https://api.spotify.com/v1/audio-analysis/4PzovBqgnSHKd8opsP7IVM,0.758,197171,0.646,0,7,0.0778,-4.701,1,0.112,155.955,4,0.569,Everyday,Ariana Grande Featuring Future
0.0744,https://api.spotify.com/v1/audio-analysis/7nKBxz47S9SD79N086fuhn,0.684,208163,0.823,0,9,0.111,-3.297,0,0.0773,91.048,4,0.645,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul"
0.243,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,0.683,219507,0.691,0,8,0.14,-5.535,1,0.0432,179.91,4,0.746,El Amante,Nicky Jam
0.603,https://api.spotify.com/v1/audio-analysis/6mb6lVLNrcUgLnEN8QnDJd,0.576,163387,0.319,0,4,0.173,-10.934,1,0.0518,83.632,4,0.114,How Far I'll Go,Alessia Cara
0.33,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,0.322,Location,Khalid
0.0263,https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6,0.841,210200,0.516,0.00072,11,0.111,-7.461,0,0.118,145.995,4,0.548,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko"
0.052,https://api.spotify.com/v1/audio-analysis/2XaInsPPUkZRkY4uFJ3AHK,0.817,209143,0.587,0.00165,2,0.185,-6.502,1,0.108,140.062,4,0.351,Met Gala,Gucci Mane Featuring Offset
0.362,https://api.spotify.com/v1/audio-analysis/1N90cV79gbBgO0bOs74Y0t,0.786,229640,0.735,0,0,0.176,-4.502,0,0.0495,110.124,4,0.739,Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande"
0.083,https://api.spotify.com/v1/audio-analysis/0iA1unTbTbDOWUSlbwJ1pS,0.503,184506,0.824,0,3,0.21,-4.039,1,0.0524,161.981,4,0.445,It Don't Hurt Like It Used To,Billy Currington
0.371,https://api.spotify.com/v1/audio-analysis/2NkbRmygVirMQFCjSkyY7Q,0.443,223044,0.55,0,0,0.125,-6.417,1,0.041,77.52,4,0.188,Too Much To Ask,Niall Horan
0.00227,https://api.spotify.com/v1/audio-analysis/2IjgKCbrk8CtqmsOC5DhVd,0.861,257867,0.715,0,11,0.144,-4.393,0,0.301,148.971,4,0.544,F**k That Check Up,Meek Mill Featuring Lil Uzi Vert
0.665,https://api.spotify.com/v1/audio-analysis/7Gs3otHnZDq514kFHf0nx7,0.515,227809,0.431,0,4,0.147,-8.251,1,0.257,141.392,4,0.178,Blue Notes,Meek Mill
0.399,https://api.spotify.com/v1/audio-analysis/3FNY26zMg3Zfe5Cbyu45uu,0.737,174107,0.734,0,7,0.323,-4.71,1,0.156,91.999,4,0.324,Moonlight,JAY-Z
0.153,https://api.spotify.com/v1/audio-analysis/78AucGxdmVa4Bx6HwDPOS4,0.517,186593,0.61,0,1,0.416,-6.373,1,0.372,135.498,4,0.158,Everything 1K,Kodak Black
0.776,https://api.spotify.com/v1/audio-analysis/0HtOJj7Kl74s1Ngf3MWeif,0.435,209080,0.202,0.0976,2,0.245,-15.097,1,0.0702,139.574,4,0.0451,She's Mine Pt.1,J. Cole
0.819,https://api.spotify.com/v1/audio-analysis/6OzujJBXwYPxJ7KeqflLtr,0.64,227222,0.196,0.0000363,4,0.0978,-11.478,1,0.0267,143.919,4,0.273,My Old Man,Zac Brown Band
0.825,https://api.spotify.com/v1/audio-analysis/7cKLOenzViwzoHJWciMIrj,0.722,196507,0.605,0.0178,5,0.248,-6.07,1,0.153,165.998,4,0.69,Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely"
0.0235,https://api.spotify.com/v1/audio-analysis/1vVNlXi8gf8tZ7OhnEs4VE,0.516,226790,0.792,0,1,0.404,-5.38,0,0.216,121.189,5,0.498,A Lie,French Montana Featuring The Weeknd & Max B
0.687,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,0.492,251034,0.275,0,6,0.101,-13.4,0,0.3,92.6,4,0.18,I Hate U I Love U,gnash Featuring Olivia O'Brien
0.00264,https://api.spotify.com/v1/audio-analysis/2eMwDehkIC1j68U6FA3Eiq,0.732,182707,0.75,0,11,0.109,-6.366,0,0.231,155.096,4,0.392,XO TOUR Llif3,Lil Uzi Vert
0.125,https://api.spotify.com/v1/audio-analysis/7px4t7HGiuMUvFkEOpZEwp,0.497,191827,0.805,0,11,0.167,-3.995,1,0.0332,166.048,4,0.688,Song For Another Time,Old Dominion
0.189,https://api.spotify.com/v1/audio-analysis/32DGGj6KlNuBr6WaqRxpxi,0.849,198237,0.581,0.00000361,1,0.0805,-5.243,0,0.0767,110.008,4,0.779,How Long,Charlie Puth
0.125,https://api.spotify.com/v1/audio-analysis/0AS63m1wHv9n4VVRizK6Hc,0.568,208733,0.669,0,11,0.111,-4.889,0,0.0794,147.926,4,0.381,Mercy,Shawn Mendes
0.198,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.627,220293,0.812,0,6,0.212,-4.215,1,0.0358,123.071,4,0.497,Congratulations,Post Malone Featuring Quavo
0.0541,https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ,0.795,198944,0.568,0,5,0.108,-7.817,0,0.142,136.173,4,0.47,Money Longer,Lil Uzi Vert
0.0673,https://api.spotify.com/v1/audio-analysis/34oWbFBfGEElvgO0a5c9V4,0.943,165291,0.595,0,5,0.0839,-8.372,0,0.191,117.532,4,0.833,No Flockin,Kodak Black
0.435,https://api.spotify.com/v1/audio-analysis/2UxfcZJCphbEkfbZ6nLiDx,0.497,262458,0.67,0.00000125,0,0.389,-4.509,1,0.0348,121.826,4,0.236,Kids,OneRepublic
0.0293,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,0.726,233902,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.75,Unforgettable,Thomas Rhett
0.0168,https://api.spotify.com/v1/audio-analysis/5RCfvwDewu6p2x1mEI6smX,0.788,140945,0.533,0,9,0.204,-7.594,1,0.352,80.04,4,0.467,The Race,Tay-K
0.0145,https://api.spotify.com/v1/audio-analysis/7iAiOtm19uRwipMm7TH6lw,0.852,278429,0.438,0,9,0.263,-7.673,1,0.426,150.945,4,0.611,Zoom,Future
0.102,https://api.spotify.com/v1/audio-analysis/4mU5iXHeLgbR94siF7p1sY,0.768,237573,0.485,0,6,0.128,-8.435,0,0.0825,140.016,4,0.276,Six Feet Under,The Weeknd
0.0153,https://api.spotify.com/v1/audio-analysis/2meEiZKWkiN28gITzFwQo5,0.636,244453,0.728,0.00000146,9,0.154,-5.871,1,0.0999,107.986,4,0.384,Into You,Ariana Grande
0.125,https://api.spotify.com/v1/audio-analysis/1n4jwRVXdkK2U34nBDUKKT,0.353,118067,0.245,0.153,8,0.491,-16.69,0,0.194,157.331,4,0.488,Blood.,Kendrick Lamar
0.874,https://api.spotify.com/v1/audio-analysis/6Nle9hKrkL1wQpwNfEkxjh,0.776,210285,0.503,0,0,0.112,-5.732,0,0.237,110.134,4,0.478,Chanel,Frank Ocean
0.00383,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,0.647,198774,0.932,0.0000015,11,0.0574,-3.515,1,0.0824,114.991,4,0.387,Just Hold On,Steve Aoki & Louis Tomlinson
0.57,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,0.629,250173,0.572,0,5,0.192,-7.733,0,0.0387,100.015,4,0.38,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
0.372,https://api.spotify.com/v1/audio-analysis/6YH2r9NyEJTjlRmKOCvxgJ,0.696,141413,0.567,0,9,0.112,-8.907,1,0.0374,98.034,4,0.395,We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda
0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,0,6,0.0767,-5.586,1,0.0537,106.008,4,0.526,Strip That Down,Liam Payne Featuring Quavo
0.123,https://api.spotify.com/v1/audio-analysis/23SryQFx36SXmuAj7tXxec,0.768,281987,0.687,0,6,0.113,-5.454,0,0.113,140.064,4,0.279,Key To The Streets,YFN Lucci Featuring Migos & Trouble
0.484,https://api.spotify.com/v1/audio-analysis/3pndPhlQWjuSoXhcIIdBjv,0.71,165853,0.404,0,1,0.0953,-10.04,0,0.379,139.553,4,0.429,What They Want,Russ
0.406,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,0.72,251088,0.763,0,9,0.18,-4.068,0,0.0523,101.965,4,0.748,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
0.501,https://api.spotify.com/v1/audio-analysis/6Q2FftbUG530lCtBI74bMH,0.839,209269,0.81,0,5,0.117,-5.274,0,0.0568,129.014,4,0.814,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black
0.0294,https://api.spotify.com/v1/audio-analysis/0prNGof3XqfTvNDxHonvdK,0.591,230227,0.741,0,0,0.11,-5.751,1,0.139,97.048,4,0.439,Scars To Your Beautiful,Alessia Cara
0.755,https://api.spotify.com/v1/audio-analysis/13e6f8t7RKXuxZ0JdaaJRG,0.719,107673,0.354,0.00969,11,0.349,-10.461,1,0.104,123.152,4,0.198,Jorja Interlude,Drake
0.0306,https://api.spotify.com/v1/audio-analysis/40oKW22ZNNkEdZLJTScaQI,0.747,213132,0.524,0,10,0.2,-6.807,0,0.245,140.053,4,0.369,Roll In Peace,Kodak Black Featuring XXXTENTACION
0.222,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.63,228827,0.815,0,2,0.091,-4.265,1,0.152,88.357,4,0.814,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
0.322,https://api.spotify.com/v1/audio-analysis/2i9q8CteBmpslOJeQdMGqA,0.752,213535,0.784,0,0,0.11,-4.941,1,0.0754,135.039,4,0.447,Slumber Party,Britney Spears Featuring Tinashe
0.333,https://api.spotify.com/v1/audio-analysis/6r46lnXFbE9fr2d3KNaGbe,0.737,234829,0.709,0,8,0.289,-6.889,0,0.0449,125.997,4,0.537,Imitadora,Romeo Santos
0.0559,https://api.spotify.com/v1/audio-analysis/5HDPtsnyb3maFmPL8LLUTG,0.78,189280,0.745,0,7,0.0595,-3.97,1,0.145,94.026,4,0.862,New Man,Ed Sheeran
0.366,https://api.spotify.com/v1/audio-analysis/40yJGQyEaBbIkXpwMFkXip,0.762,243270,0.476,0,0,0.103,-12.686,1,0.114,130.007,4,0.367,1 Night,Lil Yachty
0.659,https://api.spotify.com/v1/audio-analysis/6BdAwMv1YorLfkBWlE493X,0.799,239824,0.655,0,1,0.135,-6.34,1,0.0485,128.038,4,0.806,Heroe Favorito,Romeo Santos
0.205,https://api.spotify.com/v1/audio-analysis/4IdAIZRVkwuQQnHpi529cn,0.652,134747,0.663,0,11,0.105,-7.78,1,0.326,114.133,4,0.374,No Longer Friends,Bryson Tiller
0.0886,https://api.spotify.com/v1/audio-analysis/2yJ9GVCLMmzBBfQAnfzlwr,0.919,313573,0.519,0,6,0.135,-7.639,0,0.0902,112.991,4,0.311,THat Part,ScHoolboy Q Featuring Kanye West
0.847,https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,0.734,95467,0.57,0.0000214,7,0.112,-7.066,0,0.133,129.953,4,0.689,Everybody Dies,J. Cole
0.337,https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP,0.706,205093,0.485,0,8,0.122,-9.671,1,0.331,115.414,4,0.154,Who Dat Boy,"Tyler, The Creator"
0.0259,https://api.spotify.com/v1/audio-analysis/5ELRkzdzz0HvGpMDlfZHkV,0.518,340707,0.575,0,5,0.109,-4.616,1,0.0302,120.019,4,0.208,Sign Of The Times,Harry Styles
0.00647,https://api.spotify.com/v1/audio-analysis/0w5Bdu51Ka25Pf3hojsKHh,0.695,182693,0.818,0.00000487,5,0.0219,-5.379,0,0.0334,119.965,4,0.923,Hard Times,Paramore
0.0254,https://api.spotify.com/v1/audio-analysis/6yMxfx9wpiuhhdb8vHDVMu,0.519,205373,0.57,0,1,0.0821,-7.366,1,0.202,164.155,4,0.303,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign
0.177,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,0.598,193546,0.673,0.000316,9,0.203,-6.134,0,0.0469,117.02,4,0.242,Unsteady,X Ambassadors
0.023,https://api.spotify.com/v1/audio-analysis/7nD9nN3jord9wWcfW3Gkcm,0.689,210573,0.791,0,0,0.0526,-5.194,0,0.053,95.04,4,0.772,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
0.0798,https://api.spotify.com/v1/audio-analysis/2Gyc6e2cLxA5hoX1NOvYnU,0.384,237787,0.512,0.0000119,4,0.129,-10.545,0,0.0753,107.241,4,0.251,Say It,Flume Featuring Tove Lo
0.0346,https://api.spotify.com/v1/audio-analysis/3n2A6l4UayVe3GGKCvfQWV,0.478,165173,0.757,0,2,0.0926,-4.274,0,0.119,180.077,4,0.613,Somebody Else Will,Justin Moore
0.181,https://api.spotify.com/v1/audio-analysis/3NJG6vMH1ZsectZkocMEm0,0.597,239853,0.743,0,6,0.0796,-3.095,1,0.042,122.798,4,0.321,Tiimmy Turner,Desiigner
0.0386,https://api.spotify.com/v1/audio-analysis/3esPcn43N0CytAtcY9V30C,0.482,219547,0.823,0.0000369,9,0.0948,-4.446,1,0.0661,167.665,4,0.449,A Little More Summertime,Jason Aldean
0.133,https://api.spotify.com/v1/audio-analysis/06gD2ZtK3Dzc1BYqWExQJJ,0.607,180907,0.575,0.00000252,8,0.0566,-7.066,1,0.0252,78.341,4,0.499,Broken Halos,Chris Stapleton
0.0458,https://api.spotify.com/v1/audio-analysis/60vvp6UXG2KmLmrNvcVHa8,0.622,225013,0.571,0,0,0.122,-5.338,0,0.0493,81.059,4,0.613,Lights Down Low,MAX Featuring gnash
0.000947,https://api.spotify.com/v1/audio-analysis/1ir5oMNuxrNeCwUJFaEyum,0.166,271256,0.961,0.0698,6,0.11,-3.925,1,0.0841,102.344,4,0.12,4:44,JAY-Z
0.141,https://api.spotify.com/v1/audio-analysis/7vbjH8laThXpcBXeLNPm3M,0.825,189800,0.364,0.311,2,0.195,-7.635,0,0.121,153.028,4,0.177,Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj
0.24,https://api.spotify.com/v1/audio-analysis/0ESJlaM8CE1jRWaNtwSNj8,0.743,213863,0.571,0,7,0.291,-6.054,0,0.145,119.054,4,0.497,Trap Trap Trap,Rick Ross Featuring Young Thug & Wale
0.0306,https://api.spotify.com/v1/audio-analysis/1dNIEtp7AY3oDAKCGg2XkH,0.607,247627,0.649,0.0000246,11,0.174,-6.695,0,0.0362,102.996,4,0.47,Something Just Like This,The Chainsmokers & Coldplay
0.423,https://api.spotify.com/v1/audio-analysis/5e0RPsQUTQu0A29wqD6bZR,0.816,230129,0.414,0,1,0.125,-7.953,1,0.119,150.008,4,0.197,Super Trapper,Future
0.0587,https://api.spotify.com/v1/audio-analysis/2IGr3q6ljcpLvHDFLtI0yW,0.785,228000,0.571,0,0,0.327,-7.477,1,0.0382,120.025,4,0.231,Look Alive,Rae Sremmurd
0.0358,https://api.spotify.com/v1/audio-analysis/2ACOWPLUe4A4KuQ5ioD2od,0.596,204013,0.851,0.0000319,5,0.365,-4.245,0,0.121,202.049,4,0.597,That's My Girl,Fifth Harmony
0.159,https://api.spotify.com/v1/audio-analysis/3tcoEYOZUHKB3RKNByIN13,0.902,177048,0.673,0,4,0.289,-7.481,1,0.458,132.066,4,0.615,For Real,Lil Uzi Vert
0.0441,https://api.spotify.com/v1/audio-analysis/4bw49rU057FSUTpGF4pnxq,0.9,124853,0.535,0.307,1,0.0774,-5.509,1,0.0652,136.045,4,0.486,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO
0.0373,https://api.spotify.com/v1/audio-analysis/1pKeFVVUOPjFsOABub0OaV,0.65,226160,0.728,0,6,0.328,-5.914,0,0.232,159.167,4,0.624,Side To Side,Ariana Grande Featuring Nicki Minaj
0.0244,https://api.spotify.com/v1/audio-analysis/12mGwph2YzDIlChtq3EdXP,0.636,273803,0.953,0.0164,2,0.108,-3.74,1,0.0353,142.011,4,0.397,Alone,Marshmello
