,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos,Popularity,Followers
0,0.512,https://api.spotify.com/v1/audio-analysis/3Yt9lRtS5V4nbJnwcgFgvC,0.706,200013,0.716,3Yt9lRtS5V4nbJnwcgFgvC,0.000106,8,0.118,-5.362,1,0.043,127.044,4,https://api.spotify.com/v1/tracks/3Yt9lRtS5V4nbJnwcgFgvC,audio_features,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,0.827,You Da One,Rihanna,14,95,15053572
0,0.0175,https://api.spotify.com/v1/audio-analysis/38VErEiTizjEE6BjsmroFx,0.886,207784,0.529,38VErEiTizjEE6BjsmroFx,0.0,5,0.0997,-5.766,0,0.0383,99.023,4,https://api.spotify.com/v1/tracks/38VErEiTizjEE6BjsmroFx,audio_features,spotify:track:38VErEiTizjEE6BjsmroFx,0.262,Body Language,Kid Ink Featuring Usher & Tinashe,72,82,1374941
0,0.385,https://api.spotify.com/v1/audio-analysis/0BCy325UZyR9z0t0uxwn2N,0.525,194187,0.685,0BCy325UZyR9z0t0uxwn2N,0.0,7,0.0731,-3.954,0,0.0351,78.003,4,https://api.spotify.com/v1/tracks/0BCy325UZyR9z0t0uxwn2N,audio_features,spotify:track:0BCy325UZyR9z0t0uxwn2N,0.54,H.O.L.Y.,Florida Georgia Line,14,90,1039537
0,0.00559,https://api.spotify.com/v1/audio-analysis/6rZVy6FIG7lSJQMFXHo12z,0.637,230467,0.891,6rZVy6FIG7lSJQMFXHo12z,0.000144,5,0.0656,-5.809,1,0.0785,121.946,4,https://api.spotify.com/v1/tracks/6rZVy6FIG7lSJQMFXHo12z,audio_features,spotify:track:6rZVy6FIG7lSJQMFXHo12z,0.607,New Romantics,Taylor Swift,46,96,7798132
0,0.208,https://api.spotify.com/v1/audio-analysis/3ts6xK5GzfMAAriT9AIBmP,0.6,167427,0.808,3ts6xK5GzfMAAriT9AIBmP,0.0,4,0.196,-4.679,1,0.0403,172.016,4,https://api.spotify.com/v1/tracks/3ts6xK5GzfMAAriT9AIBmP,audio_features,spotify:track:3ts6xK5GzfMAAriT9AIBmP,0.809,Barefoot Blue Jean Night,Jake Owen,21,70,606554
0,0.723,https://api.spotify.com/v1/audio-analysis/2Yx4COj98jyZ46IGyqQeCE,0.512,176680,0.405,2Yx4COj98jyZ46IGyqQeCE,0.0,1,0.244,-15.691,1,0.111,91.207,4,https://api.spotify.com/v1/tracks/2Yx4COj98jyZ46IGyqQeCE,audio_features,spotify:track:2Yx4COj98jyZ46IGyqQeCE,0.678,Danny's Song,The Swon Brothers,66,0,314184
0,0.255,https://api.spotify.com/v1/audio-analysis/3tZs3nVjySLbL320lP4mvs,0.415,200133,0.313,3tZs3nVjySLbL320lP4mvs,1.4e-05,1,0.117,-12.945,0,0.0561,84.953,4,https://api.spotify.com/v1/tracks/3tZs3nVjySLbL320lP4mvs,audio_features,spotify:track:3tZs3nVjySLbL320lP4mvs,0.0875,Focus,Ariana Grande,7,78,187774
0,0.32,https://api.spotify.com/v1/audio-analysis/6z1frj1JhCZhgKzUZUNU31,0.58,220347,0.533,6z1frj1JhCZhgKzUZUNU31,0.0,8,0.11,-6.424,1,0.0278,147.963,4,https://api.spotify.com/v1/tracks/6z1frj1JhCZhgKzUZUNU31,audio_features,spotify:track:6z1frj1JhCZhgKzUZUNU31,0.123,All Over Me,Josh Turner,59,68,245865
0,0.0983,https://api.spotify.com/v1/audio-analysis/4u7KjVIQPdzGCcAwg4W5Kl,0.466,191573,0.702,4u7KjVIQPdzGCcAwg4W5Kl,1.29e-05,0,0.242,-4.308,1,0.032,150.309,4,https://api.spotify.com/v1/tracks/4u7KjVIQPdzGCcAwg4W5Kl,audio_features,spotify:track:4u7KjVIQPdzGCcAwg4W5Kl,0.47,Who I Am With You,Chris Young,48,77,669121
0,0.00336,https://api.spotify.com/v1/audio-analysis/4rwpZEcnalkuhPyGkEdhu0,0.523,243354,0.944,4rwpZEcnalkuhPyGkEdhu0,0.557,7,0.119,-3.581,0,0.0837,139.997,4,https://api.spotify.com/v1/tracks/4rwpZEcnalkuhPyGkEdhu0,audio_features,spotify:track:4rwpZEcnalkuhPyGkEdhu0,0.324,Scary Monsters And Nice Sprites,Skrillex,69,87,5345279
0,0.0198,https://api.spotify.com/v1/audio-analysis/4lnAN2S1fcI0SjxEbksZVr,0.707,186113,0.611,4lnAN2S1fcI0SjxEbksZVr,3.59e-06,2,0.0651,-4.474,1,0.0639,123.006,4,https://api.spotify.com/v1/tracks/4lnAN2S1fcI0SjxEbksZVr,audio_features,spotify:track:4lnAN2S1fcI0SjxEbksZVr,0.285,Fetish,Selena Gomez Featuring Gucci Mane,27,93,6631302
0,0.0289,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,0.413,212960,0.856,07nH4ifBxUB4lZcsf44Brn,0.00571,0,0.343,-4.078,0,0.0808,128.017,4,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,audio_features,spotify:track:07nH4ifBxUB4lZcsf44Brn,0.35,Blame,Calvin Harris Featuring John Newman,19,91,8374945
0,0.611,https://api.spotify.com/v1/audio-analysis/3MAgQuClHcAV8E9CbeBS6f,0.512,213253,0.598,3MAgQuClHcAV8E9CbeBS6f,0.0,9,0.0881,-4.959,0,0.115,70.189,4,https://api.spotify.com/v1/tracks/3MAgQuClHcAV8E9CbeBS6f,audio_features,spotify:track:3MAgQuClHcAV8E9CbeBS6f,0.345,Ambition,Wale Featuring Meek Mill & Rick Ross,81,81,1028552
0,0.827,https://api.spotify.com/v1/audio-analysis/6PtMkDF8pZU9IKnyeiAj3i,0.531,107235,0.283,6PtMkDF8pZU9IKnyeiAj3i,0.00466,6,0.182,-7.607,1,0.0286,84.815,4,https://api.spotify.com/v1/tracks/6PtMkDF8pZU9IKnyeiAj3i,audio_features,spotify:track:6PtMkDF8pZU9IKnyeiAj3i,0.0441,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,89,72,37503
0,0.00532,https://api.spotify.com/v1/audio-analysis/7BTmtN6bP35E54vVASTqao,0.529,208520,0.769,7BTmtN6bP35E54vVASTqao,0.0,11,0.19,-6.369,1,0.0469,73.946,4,https://api.spotify.com/v1/tracks/7BTmtN6bP35E54vVASTqao,audio_features,spotify:track:7BTmtN6bP35E54vVASTqao,0.66,Country Strong,Gwyneth Paltrow,81,67,234021
0,0.101,https://api.spotify.com/v1/audio-analysis/4Qtw0HNKSbIRT5sWUnbRXc,0.568,240280,0.562,4Qtw0HNKSbIRT5sWUnbRXc,6.16e-05,9,0.363,-7.775,1,0.0418,133.647,4,https://api.spotify.com/v1/tracks/4Qtw0HNKSbIRT5sWUnbRXc,audio_features,spotify:track:4Qtw0HNKSbIRT5sWUnbRXc,0.247,Vice,Miranda Lambert,47,73,1008750
0,0.0763,https://api.spotify.com/v1/audio-analysis/5tP2TrJDgXXxAHZwcOknOI,0.52,237734,0.798,5tP2TrJDgXXxAHZwcOknOI,0.0,0,0.144,-5.389,1,0.0944,95.252,4,https://api.spotify.com/v1/tracks/5tP2TrJDgXXxAHZwcOknOI,audio_features,spotify:track:5tP2TrJDgXXxAHZwcOknOI,0.485,Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,90,7495859
0,0.473,https://api.spotify.com/v1/audio-analysis/1KNNTdw7SzJ90p6RXq4kGE,0.56,258333,0.239,1KNNTdw7SzJ90p6RXq4kGE,1.37e-05,4,0.0565,-16.732,1,0.0347,201.672,4,https://api.spotify.com/v1/tracks/1KNNTdw7SzJ90p6RXq4kGE,audio_features,spotify:track:1KNNTdw7SzJ90p6RXq4kGE,0.601,Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery,89,54,99331
0,0.155,https://api.spotify.com/v1/audio-analysis/3KliPMvk1EvFZu9cvkj8p1,0.629,247960,0.824,3KliPMvk1EvFZu9cvkj8p1,0.000628,9,0.0651,-6.53,1,0.159,128.01,4,https://api.spotify.com/v1/tracks/3KliPMvk1EvFZu9cvkj8p1,audio_features,spotify:track:3KliPMvk1EvFZu9cvkj8p1,0.852,Work B**ch!,Britney Spears,12,83,2890959
0,0.0673,https://api.spotify.com/v1/audio-analysis/6fmeXejj4CNkAQ78yao7oE,0.865,205813,0.829,6fmeXejj4CNkAQ78yao7oE,0.0,0,0.253,-6.981,0,0.315,96.511,4,https://api.spotify.com/v1/tracks/6fmeXejj4CNkAQ78yao7oE,audio_features,spotify:track:6fmeXejj4CNkAQ78yao7oE,0.651,Get Me Bodied,Beyonce,46,93,9372278
0,0.0244,https://api.spotify.com/v1/audio-analysis/15Uxmx6D6hW0gY5kc7bpqU,0.887,155193,0.784,15Uxmx6D6hW0gY5kc7bpqU,0.0,8,0.112,-5.598,1,0.199,98.984,4,https://api.spotify.com/v1/tracks/15Uxmx6D6hW0gY5kc7bpqU,audio_features,spotify:track:15Uxmx6D6hW0gY5kc7bpqU,0.408,Its Every Night Sis,RiceGum Featuring Alissa Violet,80,70,211867
0,0.303,https://api.spotify.com/v1/audio-analysis/15bIuGUsLwF0gxI48HKoEd,0.688,136013,0.878,15bIuGUsLwF0gxI48HKoEd,0.0,7,0.0775,-5.358,1,0.0384,89.989,4,https://api.spotify.com/v1/tracks/15bIuGUsLwF0gxI48HKoEd,audio_features,spotify:track:15bIuGUsLwF0gxI48HKoEd,0.895,I'm To Blame,Kip Moore,100,73,326713
0,0.0433,https://api.spotify.com/v1/audio-analysis/39lSeqnyjZJejRuaREfyLL,0.691,220627,0.812,39lSeqnyjZJejRuaREfyLL,1.16e-06,0,0.299,-7.772,1,0.0558,127.568,4,https://api.spotify.com/v1/tracks/39lSeqnyjZJejRuaREfyLL,audio_features,spotify:track:39lSeqnyjZJejRuaREfyLL,0.685,Hungry Like The Wolf / Rio,Glee Cast,98,73,503342
0,0.302,https://api.spotify.com/v1/audio-analysis/1B17jo7XD3lJ9AtrdE9kUd,0.342,262053,0.338,1B17jo7XD3lJ9AtrdE9kUd,1.07e-06,7,0.114,-8.414,1,0.029,151.37,4,https://api.spotify.com/v1/tracks/1B17jo7XD3lJ9AtrdE9kUd,audio_features,spotify:track:1B17jo7XD3lJ9AtrdE9kUd,0.172,She Don't Love You,Eric Paslay,77,59,145275
0,0.737,https://api.spotify.com/v1/audio-analysis/67aDq4Z8lErpWQ0Ky0xaJo,0.526,247555,0.406,67aDq4Z8lErpWQ0Ky0xaJo,0.000409,0,0.114,-10.323,1,0.103,119.388,4,https://api.spotify.com/v1/tracks/67aDq4Z8lErpWQ0Ky0xaJo,audio_features,spotify:track:67aDq4Z8lErpWQ0Ky0xaJo,0.174,Say It,Flume Featuring Tove Lo,60,97,4155291
0,0.264,https://api.spotify.com/v1/audio-analysis/6KOc6ViZB8NtfCVABmTe66,0.559,223093,0.56,6KOc6ViZB8NtfCVABmTe66,0.0,8,0.112,-7.508,0,0.0375,79.016,4,https://api.spotify.com/v1/tracks/6KOc6ViZB8NtfCVABmTe66,audio_features,spotify:track:6KOc6ViZB8NtfCVABmTe66,0.425,Reality,Kenny Chesney,62,70,377999
0,0.968,https://api.spotify.com/v1/audio-analysis/1NiMk0uNmItlVGihDMsjRW,0.0793,190552,0.11,1NiMk0uNmItlVGihDMsjRW,0.826,3,0.104,-23.757,1,0.0457,81.162,3,https://api.spotify.com/v1/tracks/1NiMk0uNmItlVGihDMsjRW,audio_features,spotify:track:1NiMk0uNmItlVGihDMsjRW,0.0567,Afraid To Sleep,Vicci Martinez,78,44,10498
0,0.0636,https://api.spotify.com/v1/audio-analysis/4hxPwjXNymrxLJD4YaeH1b,0.446,172102,0.759,4hxPwjXNymrxLJD4YaeH1b,0.0,2,0.098,-5.053,1,0.0331,170.17,4,https://api.spotify.com/v1/tracks/4hxPwjXNymrxLJD4YaeH1b,audio_features,spotify:track:4hxPwjXNymrxLJD4YaeH1b,0.56,Over You,Cassadee Pope,35,61,4660
0,0.232,https://api.spotify.com/v1/audio-analysis/2wtJbMAEeCICHkszAggSw4,0.815,229460,0.451,2wtJbMAEeCICHkszAggSw4,0.0,10,0.17,-8.977,0,0.195,126.057,4,https://api.spotify.com/v1/tracks/2wtJbMAEeCICHkszAggSw4,audio_features,spotify:track:2wtJbMAEeCICHkszAggSw4,0.41,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,0,314184
0,0.000624,https://api.spotify.com/v1/audio-analysis/1zZIGnXIcDKU8QIUkR20nK,0.718,227787,0.776,1zZIGnXIcDKU8QIUkR20nK,5.3e-06,7,0.207,-5.208,0,0.0693,120.015,4,https://api.spotify.com/v1/tracks/1zZIGnXIcDKU8QIUkR20nK,audio_features,spotify:track:1zZIGnXIcDKU8QIUkR20nK,0.622,She Doesn't Mind,Sean Paul,78,87,1358299
0,0.65,https://api.spotify.com/v1/audio-analysis/5aFuDW1GwQrLyHp8Zw0oct,0.563,183287,0.463,5aFuDW1GwQrLyHp8Zw0oct,4.87e-06,9,0.0967,-9.249,0,0.4,149.571,4,https://api.spotify.com/v1/tracks/5aFuDW1GwQrLyHp8Zw0oct,audio_features,spotify:track:5aFuDW1GwQrLyHp8Zw0oct,0.276,Buzzin',Mann,61,75,272339
0,0.0475,https://api.spotify.com/v1/audio-analysis/2OVRPlR4BsnwPY7OiIfCQn,0.654,213280,0.739,2OVRPlR4BsnwPY7OiIfCQn,0.0,10,0.118,-4.762,0,0.0596,104.022,4,https://api.spotify.com/v1/tracks/2OVRPlR4BsnwPY7OiIfCQn,audio_features,spotify:track:2OVRPlR4BsnwPY7OiIfCQn,0.602,Fine China,Chris Brown,31,96,5170462
0,0.0754,https://api.spotify.com/v1/audio-analysis/29rfPTA47K0xyl1Pnf1YBw,0.591,263587,0.88,29rfPTA47K0xyl1Pnf1YBw,4.27e-06,11,0.0434,-4.401,1,0.0532,114.11,4,https://api.spotify.com/v1/tracks/29rfPTA47K0xyl1Pnf1YBw,audio_features,spotify:track:29rfPTA47K0xyl1Pnf1YBw,0.661,This Ole Boy,Craig Morgan,87,66,210590
0,0.0293,https://api.spotify.com/v1/audio-analysis/2xTft6GEZeTyWNpdX94rkf,0.872,307773,0.723,2xTft6GEZeTyWNpdX94rkf,0.0,1,0.327,-5.968,1,0.247,93.279,4,https://api.spotify.com/v1/tracks/2xTft6GEZeTyWNpdX94rkf,audio_features,spotify:track:2xTft6GEZeTyWNpdX94rkf,0.843,All Eyez,The Game Featuring Jeremih,79,84,3160363
0,0.0236,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,0.92,293827,0.654,5ChkMS8OtdzJeqyybCc9R5,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,audio_features,spotify:track:5ChkMS8OtdzJeqyybCc9R5,0.847,Billie Jean,Michael Jackson,1,87,4082890
0,0.00228,https://api.spotify.com/v1/audio-analysis/7qHAjAL7CpadaZLamuBZRm,0.683,281773,0.74,7qHAjAL7CpadaZLamuBZRm,0.0,11,0.238,-6.041,0,0.0462,129.515,4,https://api.spotify.com/v1/tracks/7qHAjAL7CpadaZLamuBZRm,audio_features,spotify:track:7qHAjAL7CpadaZLamuBZRm,0.65,Creepin',Eric Church,56,71,550915
0,0.0541,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,0.789,142907,0.53,0Fv5N0cHBsl4bzCbollCAS,0.0,2,0.164,-6.2,1,0.293,75.515,4,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,audio_features,spotify:track:0Fv5N0cHBsl4bzCbollCAS,0.367,Moves,Big Sean,38,92,2809124
0,0.219,https://api.spotify.com/v1/audio-analysis/3fyMH1t6UPeR5croea9PrR,0.427,257760,0.861,3fyMH1t6UPeR5croea9PrR,0.0,1,0.277,-4.874,1,0.376,161.776,4,https://api.spotify.com/v1/tracks/3fyMH1t6UPeR5croea9PrR,audio_features,spotify:track:3fyMH1t6UPeR5croea9PrR,0.581,"Gone, Gone, Gone",Phillip Phillips,24,99,13839798
0,0.226,https://api.spotify.com/v1/audio-analysis/4N1c5rmWOzRmB9SMacr5wB,0.69,252200,0.872,4N1c5rmWOzRmB9SMacr5wB,0.0,11,0.0858,-2.984,0,0.0588,94.0,4,https://api.spotify.com/v1/tracks/4N1c5rmWOzRmB9SMacr5wB,audio_features,spotify:track:4N1c5rmWOzRmB9SMacr5wB,0.731,Loco,Enrique Iglesias Featuring Romeo Santos,80,77,260774
0,0.204,https://api.spotify.com/v1/audio-analysis/2w9K8zyrxcAwRKRti0BvFa,0.677,241853,0.672,2w9K8zyrxcAwRKRti0BvFa,1.44e-05,0,0.137,-5.01,0,0.194,142.923,4,https://api.spotify.com/v1/tracks/2w9K8zyrxcAwRKRti0BvFa,audio_features,spotify:track:2w9K8zyrxcAwRKRti0BvFa,0.486,Mr. Wrong,Mary J. Blige Featuring Drake,87,75,936686
